2023-12-29 06:16:01.624212 - Person: Unknown, Confidence: -13%
2023-12-29 06:16:39.231937 - Person: Unknown, Confidence: -1%
2023-12-29 06:16:39.235936 - Person: Unknown, Confidence: -11%
2023-12-29 06:16:39.239937 - Person: MinhK, Confidence: 5%
2023-12-29 06:16:39.243940 - Person: Someone, Confidence: 2%
2023-12-29 06:16:39.342936 - Person: Hieu, Confidence: 3%
2023-12-29 06:16:39.346936 - Person: Unknown, Confidence: -2%
2023-12-29 06:16:39.350937 - Person: Unknown, Confidence: -8%
2023-12-29 06:16:39.455935 - Person: Unknown, Confidence: -9%
2023-12-29 06:16:39.459932 - Person: Someone, Confidence: 0%
2023-12-29 06:16:39.578935 - Person: Unknown, Confidence: -11%
2023-12-29 06:16:39.582934 - Person: Someone, Confidence: 3%
2023-12-29 06:16:39.676935 - Person: Unknown, Confidence: -1%
2023-12-29 06:16:39.680935 - Person: Unknown, Confidence: -10%
2023-12-29 06:16:39.787941 - Person: MinhK, Confidence: 3%
2023-12-29 06:16:39.791937 - Person: Unknown, Confidence: -1%
2023-12-29 06:16:39.795936 - Person: Unknown, Confidence: -6%
2023-12-29 06:16:39.899938 - Person: Unknown, Confidence: -13%
2023-12-29 06:16:39.903935 - Person: Someone, Confidence: 2%
2023-12-29 06:16:40.007935 - Person: MinhK, Confidence: 2%
2023-12-29 06:16:40.011936 - Person: Unknown, Confidence: -1%
2023-12-29 06:16:40.015932 - Person: Unknown, Confidence: -23%
2023-12-29 06:16:40.117935 - Person: Someone, Confidence: 2%
2023-12-29 06:16:40.121937 - Person: Unknown, Confidence: -1%
2023-12-29 06:16:40.227932 - Person: Unknown, Confidence: -7%
2023-12-29 06:16:40.231932 - Person: Unknown, Confidence: -1%
2023-12-29 06:16:40.339933 - Person: Unknown, Confidence: -10%
2023-12-29 06:16:40.343935 - Person: Someone, Confidence: 0%
2023-12-29 06:16:40.455935 - Person: Unknown, Confidence: -10%
2023-12-29 06:16:40.459935 - Person: Someone, Confidence: 3%
2023-12-29 06:16:40.463938 - Person: Unknown, Confidence: -21%
2023-12-29 06:16:40.562933 - Person: Unknown, Confidence: -3%
2023-12-29 06:16:40.566933 - Person: Unknown, Confidence: -5%
2023-12-29 06:16:40.672937 - Person: Unknown, Confidence: -3%
2023-12-29 06:16:40.676937 - Person: Unknown, Confidence: -10%
2023-12-29 06:16:40.786003 - Person: Someone, Confidence: 4%
2023-12-29 06:16:40.790002 - Person: Unknown, Confidence: -13%
2023-12-29 06:16:40.958216 - Person: MinhK, Confidence: 5%
2023-12-29 06:16:40.962236 - Person: Unknown, Confidence: -2%
2023-12-29 06:16:40.966236 - Person: Unknown, Confidence: -13%
2023-12-29 06:16:41.074803 - Person: Unknown, Confidence: -13%
2023-12-29 06:16:41.078802 - Person: Someone, Confidence: 7%
2023-12-29 06:16:41.177807 - Person: Someone, Confidence: 4%
2023-12-29 06:16:41.181801 - Person: Unknown, Confidence: -5%
2023-12-29 06:16:41.292829 - Person: Someone, Confidence: 7%
2023-12-29 06:16:41.296829 - Person: Unknown, Confidence: -9%
2023-12-29 06:16:41.400330 - Person: Someone, Confidence: 7%
2023-12-29 06:16:41.404329 - Person: Unknown, Confidence: -8%
2023-12-29 06:16:41.510330 - Person: Unknown, Confidence: -13%
2023-12-29 06:16:41.514327 - Person: Unknown, Confidence: -1%
2023-12-29 06:16:41.623390 - Person: Unknown, Confidence: -17%
2023-12-29 06:16:41.627391 - Person: Someone, Confidence: 3%
2023-12-29 06:16:41.735862 - Person: Someone, Confidence: 4%
2023-12-29 06:16:41.739864 - Person: Unknown, Confidence: -15%
2023-12-29 06:16:41.846927 - Person: Unknown, Confidence: -2%
2023-12-29 06:16:41.850924 - Person: Unknown, Confidence: -17%
2023-12-29 06:16:41.959927 - Person: Hieu, Confidence: 3%
2023-12-29 06:16:41.963927 - Person: Unknown, Confidence: -22%
2023-12-29 06:16:41.966927 - Person: MinhK, Confidence: 7%
2023-12-29 06:16:41.971954 - Person: Someone, Confidence: 0%
2023-12-29 06:16:42.075929 - Person: Unknown, Confidence: 0%
2023-12-29 06:16:42.080932 - Person: Someone, Confidence: 2%
2023-12-29 06:16:42.084926 - Person: Unknown, Confidence: -15%
2023-12-29 06:16:42.201925 - Person: Hieu, Confidence: 4%
2023-12-29 06:16:42.205924 - Person: Someone, Confidence: 3%
2023-12-29 06:16:42.209925 - Person: Unknown, Confidence: -17%
2023-12-29 06:16:42.314445 - Person: Someone, Confidence: 3%
2023-12-29 06:16:42.318448 - Person: Unknown, Confidence: -4%
2023-12-29 06:16:42.418005 - Person: Hieu, Confidence: 1%
2023-12-29 06:16:42.422002 - Person: Unknown, Confidence: -2%
2023-12-29 06:16:42.426004 - Person: Someone, Confidence: 6%
2023-12-29 06:16:42.430004 - Person: Unknown, Confidence: -21%
2023-12-29 06:16:42.536003 - Person: Unknown, Confidence: -3%
2023-12-29 06:16:42.540002 - Person: Unknown, Confidence: -12%
2023-12-29 06:16:42.544008 - Person: Someone, Confidence: 3%
2023-12-29 06:16:42.548004 - Person: Unknown, Confidence: -7%
2023-12-29 06:16:42.660029 - Person: Someone, Confidence: 2%
2023-12-29 06:16:42.664030 - Person: Unknown, Confidence: -4%
2023-12-29 06:16:42.779029 - Person: Unknown, Confidence: -2%
2023-12-29 06:16:42.783030 - Person: Someone, Confidence: 6%
2023-12-29 06:16:42.787030 - Person: Unknown, Confidence: -11%
2023-12-29 06:16:42.900000 - Person: Someone, Confidence: 2%
2023-12-29 06:16:42.904002 - Person: Unknown, Confidence: -25%
2023-12-29 06:16:43.010005 - Person: Unknown, Confidence: -10%
2023-12-29 06:16:43.015006 - Person: Someone, Confidence: 3%
2023-12-29 06:16:43.019005 - Person: Unknown, Confidence: -9%
2023-12-29 06:16:43.121005 - Person: Hieu, Confidence: 2%
2023-12-29 06:16:43.125002 - Person: Someone, Confidence: 0%
2023-12-29 06:16:43.129000 - Person: Unknown, Confidence: -8%
2023-12-29 06:16:43.236000 - Person: Unknown, Confidence: -4%
2023-12-29 06:16:43.241004 - Person: Unknown, Confidence: -5%
2023-12-29 06:16:43.245003 - Person: Someone, Confidence: 2%
2023-12-29 06:16:43.354003 - Person: Hieu, Confidence: 4%
2023-12-29 06:16:43.358000 - Person: MinhK, Confidence: 1%
2023-12-29 06:16:43.361002 - Person: Unknown, Confidence: 0%
2023-12-29 06:16:43.365002 - Person: Unknown, Confidence: -7%
2023-12-29 06:16:43.490004 - Person: Unknown, Confidence: -5%
2023-12-29 06:16:43.494008 - Person: Someone, Confidence: 3%
2023-12-29 06:16:43.596003 - Person: Unknown, Confidence: -4%
2023-12-29 06:16:43.600005 - Person: Someone, Confidence: 1%
2023-12-29 06:16:43.604002 - Person: Unknown, Confidence: -7%
2023-12-29 06:16:43.701006 - Person: Unknown, Confidence: 0%
2023-12-29 06:16:43.705004 - Person: Unknown, Confidence: -8%
2023-12-29 06:16:43.812002 - Person: Unknown, Confidence: -7%
2023-12-29 06:16:43.816004 - Person: Someone, Confidence: 2%
2023-12-29 06:16:43.820004 - Person: Unknown, Confidence: -4%
2023-12-29 06:16:43.924523 - Person: Unknown, Confidence: -1%
2023-12-29 06:16:43.928523 - Person: Unknown, Confidence: -7%
2023-12-29 06:16:44.037527 - Person: Hieu, Confidence: 3%
2023-12-29 06:16:44.041526 - Person: Unknown, Confidence: -2%
2023-12-29 06:16:44.045526 - Person: Unknown, Confidence: -7%
2023-12-29 06:16:44.157530 - Person: Someone, Confidence: 1%
2023-12-29 06:16:44.163533 - Person: Unknown, Confidence: -8%
2023-12-29 06:16:44.274051 - Person: Unknown, Confidence: 0%
2023-12-29 06:16:44.279051 - Person: Unknown, Confidence: -6%
2023-12-29 06:16:44.398060 - Person: Hieu, Confidence: 3%
2023-12-29 06:16:44.402050 - Person: Unknown, Confidence: -7%
2023-12-29 06:16:44.406051 - Person: Unknown, Confidence: -3%
2023-12-29 06:16:44.511549 - Person: Hieu, Confidence: 7%
2023-12-29 06:16:44.515547 - Person: MinhK, Confidence: 2%
2023-12-29 06:16:44.518549 - Person: Someone, Confidence: 9%
2023-12-29 06:16:44.523547 - Person: Unknown, Confidence: -6%
2023-12-29 06:16:44.634546 - Person: Hieu, Confidence: 4%
2023-12-29 06:16:44.638548 - Person: Someone, Confidence: 2%
2023-12-29 06:16:44.642545 - Person: Unknown, Confidence: -4%
2023-12-29 06:16:44.749551 - Person: Someone, Confidence: 0%
2023-12-29 06:16:44.753549 - Person: Unknown, Confidence: -14%
2023-12-29 06:16:44.908553 - Person: Unknown, Confidence: -2%
2023-12-29 06:16:44.913551 - Person: Unknown, Confidence: -16%
2023-12-29 06:16:45.031550 - Person: MinhK, Confidence: 5%
2023-12-29 06:16:45.035549 - Person: Unknown, Confidence: -1%
2023-12-29 06:16:45.039549 - Person: Unknown, Confidence: -10%
2023-12-29 06:16:45.145082 - Person: Unknown, Confidence: -9%
2023-12-29 06:16:45.149082 - Person: Unknown, Confidence: -1%
2023-12-29 06:16:45.248080 - Person: Someone, Confidence: 1%
2023-12-29 06:16:45.252082 - Person: Unknown, Confidence: -16%
2023-12-29 06:16:45.374080 - Person: Unknown, Confidence: 0%
2023-12-29 06:16:45.378085 - Person: Unknown, Confidence: -8%
2023-12-29 06:16:45.382086 - Person: Unknown, Confidence: -3%
2023-12-29 06:16:45.387086 - Person: Unknown, Confidence: -8%
2023-12-29 06:16:45.492080 - Person: Unknown, Confidence: -2%
2023-12-29 06:16:45.496080 - Person: Unknown, Confidence: -5%
2023-12-29 06:16:45.600576 - Person: Unknown, Confidence: -9%
2023-12-29 06:16:45.604575 - Person: Unknown, Confidence: -2%
2023-12-29 06:16:45.608575 - Person: Unknown, Confidence: -2%
2023-12-29 06:16:45.707577 - Person: Hieu, Confidence: 5%
2023-12-29 06:16:45.711572 - Person: Someone, Confidence: 2%
2023-12-29 06:16:45.716575 - Person: Unknown, Confidence: -5%
2023-12-29 06:16:45.826575 - Person: Someone, Confidence: 4%
2023-12-29 06:16:45.832586 - Person: Unknown, Confidence: -5%
2023-12-29 06:16:45.931574 - Person: Someone, Confidence: 2%
2023-12-29 06:16:45.935575 - Person: Unknown, Confidence: -1%
2023-12-29 06:16:46.040086 - Person: Someone, Confidence: 7%
2023-12-29 06:16:46.044085 - Person: Unknown, Confidence: -11%
2023-12-29 06:16:46.165084 - Person: Someone, Confidence: 2%
2023-12-29 06:16:46.169083 - Person: Unknown, Confidence: -10%
2023-12-29 06:16:46.273565 - Person: Unknown, Confidence: -2%
2023-12-29 06:16:46.277572 - Person: Unknown, Confidence: -12%
2023-12-29 06:16:46.380568 - Person: Hieu, Confidence: 8%
2023-12-29 06:16:46.384575 - Person: Someone, Confidence: 12%
2023-12-29 06:16:46.389565 - Person: Another, Confidence: 3%
2023-12-29 06:16:46.502726 - Person: Hieu, Confidence: 7%
2023-12-29 06:16:46.505726 - Person: Unknown, Confidence: -3%
2023-12-29 06:16:46.510700 - Person: Unknown, Confidence: -9%
2023-12-29 06:16:46.608697 - Person: Unknown, Confidence: -2%
2023-12-29 06:16:46.612696 - Person: Someone, Confidence: 1%
2023-12-29 06:16:46.616699 - Person: Unknown, Confidence: -7%
2023-12-29 06:16:46.720161 - Person: Hieu, Confidence: 5%
2023-12-29 06:16:46.724159 - Person: Someone, Confidence: 0%
2023-12-29 06:16:46.728164 - Person: Unknown, Confidence: -18%
2023-12-29 06:16:46.830161 - Person: Unknown, Confidence: -7%
2023-12-29 06:16:46.834163 - Person: Someone, Confidence: 4%
2023-12-29 06:16:46.838159 - Person: Unknown, Confidence: -10%
2023-12-29 06:16:46.941167 - Person: Someone, Confidence: 8%
2023-12-29 06:16:46.945162 - Person: Unknown, Confidence: -1%
2023-12-29 06:16:47.057164 - Person: Someone, Confidence: 7%
2023-12-29 06:16:47.061163 - Person: Unknown, Confidence: -2%
2023-12-29 06:16:47.166165 - Person: Someone, Confidence: 5%
2023-12-29 06:16:47.171165 - Person: Unknown, Confidence: -18%
2023-12-29 06:16:47.282164 - Person: Someone, Confidence: 4%
2023-12-29 06:16:47.286162 - Person: Unknown, Confidence: -9%
2023-12-29 06:16:47.388165 - Person: Someone, Confidence: 2%
2023-12-29 06:16:47.392159 - Person: Unknown, Confidence: -18%
2023-12-29 06:16:47.523165 - Person: Someone, Confidence: 2%
2023-12-29 06:16:47.527164 - Person: Unknown, Confidence: -9%
2023-12-29 06:16:47.628625 - Person: Unknown, Confidence: -5%
2023-12-29 06:16:47.631624 - Person: Unknown, Confidence: -1%
2023-12-29 06:16:47.635625 - Person: Unknown, Confidence: -4%
2023-12-29 06:16:47.639623 - Person: Unknown, Confidence: -15%
2023-12-29 06:16:47.738630 - Person: Someone, Confidence: 1%
2023-12-29 06:16:47.742625 - Person: Unknown, Confidence: -26%
2023-12-29 06:16:47.849136 - Person: Unknown, Confidence: -16%
2023-12-29 06:16:47.853131 - Person: Someone, Confidence: 5%
2023-12-29 06:16:47.959129 - Person: Hieu, Confidence: 3%
2023-12-29 06:16:47.963129 - Person: Someone, Confidence: 0%
2023-12-29 06:16:47.967129 - Person: Unknown, Confidence: -23%
2023-12-29 06:16:48.074128 - Person: Someone, Confidence: 4%
2023-12-29 06:16:48.078127 - Person: Unknown, Confidence: -22%
2023-12-29 06:16:48.184130 - Person: Hieu, Confidence: 4%
2023-12-29 06:16:48.188132 - Person: Someone, Confidence: 1%
2023-12-29 06:16:48.192131 - Person: Unknown, Confidence: -8%
2023-12-29 06:16:48.297129 - Person: Someone, Confidence: 2%
2023-12-29 06:16:48.301128 - Person: Unknown, Confidence: -21%
2023-12-29 06:16:48.407130 - Person: Hieu, Confidence: 1%
2023-12-29 06:16:48.411127 - Person: Unknown, Confidence: -1%
2023-12-29 06:16:48.415126 - Person: Unknown, Confidence: -25%
2023-12-29 06:16:48.572248 - Person: Someone, Confidence: 1%
2023-12-29 06:16:48.576251 - Person: Unknown, Confidence: -6%
2023-12-29 06:16:48.674249 - Person: Someone, Confidence: 4%
2023-12-29 06:16:48.678248 - Person: Unknown, Confidence: -8%
2023-12-29 06:16:48.783251 - Person: Unknown, Confidence: -2%
2023-12-29 06:16:48.787248 - Person: Someone, Confidence: 6%
2023-12-29 06:16:48.791248 - Person: Unknown, Confidence: -9%
2023-12-29 06:16:48.895756 - Person: Someone, Confidence: 0%
2023-12-29 06:16:48.899753 - Person: Unknown, Confidence: -6%
2023-12-29 06:16:49.003750 - Person: Someone, Confidence: 0%
2023-12-29 06:16:49.007752 - Person: Unknown, Confidence: -7%
2023-12-29 06:16:49.116804 - Person: Unknown, Confidence: -4%
2023-12-29 06:16:49.120805 - Person: Unknown, Confidence: -17%
2023-12-29 06:16:49.237262 - Person: Unknown, Confidence: -9%
2023-12-29 06:16:49.241265 - Person: Unknown, Confidence: -1%
2023-12-29 06:16:49.245262 - Person: Unknown, Confidence: -7%
2023-12-29 06:16:49.354262 - Person: Unknown, Confidence: 0%
2023-12-29 06:16:49.358259 - Person: Unknown, Confidence: -8%
2023-12-29 06:16:49.468263 - Person: Unknown, Confidence: -1%
2023-12-29 06:16:49.473262 - Person: Unknown, Confidence: -6%
2023-12-29 06:16:49.580263 - Person: Hieu, Confidence: 2%
2023-12-29 06:16:49.585262 - Person: Unknown, Confidence: -4%
2023-12-29 06:16:49.589264 - Person: Unknown, Confidence: -17%
2023-12-29 06:16:49.697263 - Person: Hieu, Confidence: 7%
2023-12-29 06:16:49.701264 - Person: Unknown, Confidence: -3%
2023-12-29 06:16:49.706260 - Person: Unknown, Confidence: -3%
2023-12-29 06:16:49.816261 - Person: Hieu, Confidence: 4%
2023-12-29 06:16:49.819260 - Person: Unknown, Confidence: -9%
2023-12-29 06:16:49.823258 - Person: Unknown, Confidence: -6%
2023-12-29 06:16:49.828261 - Person: Unknown, Confidence: -4%
2023-12-29 06:16:49.918260 - Person: Hieu, Confidence: 3%
2023-12-29 06:16:49.922262 - Person: Unknown, Confidence: -2%
2023-12-29 06:16:49.927266 - Person: Unknown, Confidence: -3%
2023-12-29 06:16:50.033261 - Person: Unknown, Confidence: -15%
2023-12-29 06:16:50.037266 - Person: MinhK, Confidence: 8%
2023-12-29 06:16:50.041263 - Person: Unknown, Confidence: -3%
2023-12-29 06:16:50.045263 - Person: Unknown, Confidence: -17%
2023-12-29 06:16:50.148262 - Person: Unknown, Confidence: 0%
2023-12-29 06:16:50.152260 - Person: Someone, Confidence: 3%
2023-12-29 06:16:50.156263 - Person: Unknown, Confidence: -4%
2023-12-29 06:16:50.254263 - Person: Unknown, Confidence: -19%
2023-12-29 06:16:50.258258 - Person: Someone, Confidence: 5%
2023-12-29 06:16:50.262258 - Person: Unknown, Confidence: -25%
2023-12-29 06:16:50.367265 - Person: Unknown, Confidence: -1%
2023-12-29 06:16:50.371261 - Person: Someone, Confidence: 3%
2023-12-29 06:16:50.375260 - Person: Unknown, Confidence: -5%
2023-12-29 06:16:50.480260 - Person: Hieu, Confidence: 2%
2023-12-29 06:16:50.484259 - Person: Someone, Confidence: 8%
2023-12-29 06:16:50.487261 - Person: Unknown, Confidence: -23%
2023-12-29 06:16:50.597791 - Person: Hieu, Confidence: 2%
2023-12-29 06:16:50.601793 - Person: Unknown, Confidence: -5%
2023-12-29 06:16:50.605800 - Person: Unknown, Confidence: -5%
2023-12-29 06:16:50.702795 - Person: Hieu, Confidence: 5%
2023-12-29 06:16:50.706791 - Person: Unknown, Confidence: -1%
2023-12-29 06:16:50.710791 - Person: Unknown, Confidence: -22%
2023-12-29 06:16:50.814293 - Person: Hieu, Confidence: 8%
2023-12-29 06:16:50.818290 - Person: Someone, Confidence: 6%
2023-12-29 06:16:50.822294 - Person: Unknown, Confidence: -22%
2023-12-29 06:16:50.930289 - Person: Hieu, Confidence: 5%
2023-12-29 06:16:50.933292 - Person: Unknown, Confidence: -8%
2023-12-29 06:16:50.937291 - Person: Someone, Confidence: 1%
2023-12-29 06:16:51.038972 - Person: Hieu, Confidence: 3%
2023-12-29 06:16:51.042972 - Person: Someone, Confidence: 2%
2023-12-29 06:16:51.046972 - Person: Unknown, Confidence: -13%
2023-12-29 06:16:51.151947 - Person: MinhK, Confidence: 11%
2023-12-29 06:16:51.154946 - Person: Unknown, Confidence: 0%
2023-12-29 06:16:51.159947 - Person: Unknown, Confidence: -6%
2023-12-29 06:16:51.253950 - Person: Hieu, Confidence: 7%
2023-12-29 06:16:51.256945 - Person: Unknown, Confidence: -2%
2023-12-29 06:16:51.260947 - Person: Someone, Confidence: 5%
2023-12-29 06:16:51.264947 - Person: Unknown, Confidence: -5%
2023-12-29 06:16:51.362943 - Person: Unknown, Confidence: -6%
2023-12-29 06:16:51.366943 - Person: Someone, Confidence: 5%
2023-12-29 06:16:51.370946 - Person: Unknown, Confidence: -16%
2023-12-29 06:16:51.477953 - Person: Hieu, Confidence: 3%
2023-12-29 06:16:51.490951 - Person: Someone, Confidence: 2%
2023-12-29 06:16:51.495955 - Person: Unknown, Confidence: -6%
2023-12-29 06:16:51.599957 - Person: Hieu, Confidence: 4%
2023-12-29 06:16:51.605949 - Person: Someone, Confidence: 0%
2023-12-29 06:16:51.610945 - Person: Unknown, Confidence: -6%
2023-12-29 06:16:51.722470 - Person: Hieu, Confidence: 7%
2023-12-29 06:16:51.727467 - Person: MinhK, Confidence: 1%
2023-12-29 06:16:51.732467 - Person: Unknown, Confidence: -1%
2023-12-29 06:16:51.737468 - Person: Unknown, Confidence: -17%
2023-12-29 06:16:51.841466 - Person: Hieu, Confidence: 3%
2023-12-29 06:16:51.845461 - Person: Unknown, Confidence: -4%
2023-12-29 06:16:51.849462 - Person: Unknown, Confidence: -13%
2023-12-29 06:16:51.952987 - Person: Hieu, Confidence: 1%
2023-12-29 06:16:51.956986 - Person: Someone, Confidence: 1%
2023-12-29 06:16:51.960985 - Person: Unknown, Confidence: -15%
2023-12-29 06:16:52.062987 - Person: Unknown, Confidence: -3%
2023-12-29 06:16:52.066986 - Person: Unknown, Confidence: -16%
2023-12-29 06:16:52.174023 - Person: Someone, Confidence: 2%
2023-12-29 06:16:52.178028 - Person: Unknown, Confidence: -11%
2023-12-29 06:16:52.327017 - Person: Unknown, Confidence: -9%
2023-12-29 06:16:52.331017 - Person: Someone, Confidence: 3%
2023-12-29 06:16:52.439017 - Person: Unknown, Confidence: -4%
2023-12-29 06:16:52.445026 - Person: Unknown, Confidence: -7%
2023-12-29 06:16:52.557570 - Person: Hieu, Confidence: 1%
2023-12-29 06:16:52.562569 - Person: Someone, Confidence: 1%
2023-12-29 06:16:52.567567 - Person: Unknown, Confidence: -8%
2023-12-29 06:16:52.668564 - Person: Hieu, Confidence: 5%
2023-12-29 06:16:52.672563 - Person: Unknown, Confidence: -2%
2023-12-29 06:16:52.676563 - Person: Unknown, Confidence: -11%
2023-12-29 06:16:52.782217 - Person: Hieu, Confidence: 4%
2023-12-29 06:16:52.786217 - Person: Someone, Confidence: 1%
2023-12-29 06:16:52.790226 - Person: Unknown, Confidence: -20%
2023-12-29 06:16:52.889220 - Person: Unknown, Confidence: -1%
2023-12-29 06:16:52.894217 - Person: Unknown, Confidence: -18%
2023-12-29 06:16:53.000734 - Person: Hieu, Confidence: 5%
2023-12-29 06:16:53.005734 - Person: Someone, Confidence: 4%
2023-12-29 06:16:53.011731 - Person: Unknown, Confidence: -14%
2023-12-29 06:16:53.114725 - Person: Hieu, Confidence: 4%
2023-12-29 06:16:53.117730 - Person: Unknown, Confidence: -2%
2023-12-29 06:16:53.123230 - Person: Unknown, Confidence: -6%
2023-12-29 06:16:53.222231 - Person: Hieu, Confidence: 1%
2023-12-29 06:16:53.226229 - Person: Unknown, Confidence: -4%
2023-12-29 06:16:53.230231 - Person: Unknown, Confidence: -8%
2023-12-29 06:16:53.327711 - Person: Hieu, Confidence: 4%
2023-12-29 06:16:53.331704 - Person: Someone, Confidence: 6%
2023-12-29 06:16:53.335704 - Person: Unknown, Confidence: -11%
2023-12-29 06:16:53.444705 - Person: Hieu, Confidence: 3%
2023-12-29 06:16:53.447703 - Person: Unknown, Confidence: -2%
2023-12-29 06:16:53.452704 - Person: Unknown, Confidence: -6%
2023-12-29 06:16:53.557037 - Person: Hieu, Confidence: 2%
2023-12-29 06:16:53.561039 - Person: Someone, Confidence: 1%
2023-12-29 06:16:53.565038 - Person: Unknown, Confidence: -19%
2023-12-29 06:16:53.665035 - Person: Hieu, Confidence: 4%
2023-12-29 06:16:53.669034 - Person: Someone, Confidence: 2%
2023-12-29 06:16:53.673033 - Person: Unknown, Confidence: -14%
2023-12-29 06:16:53.774036 - Person: Unknown, Confidence: -3%
2023-12-29 06:16:53.778035 - Person: Unknown, Confidence: -14%
2023-12-29 06:16:53.885036 - Person: Unknown, Confidence: -4%
2023-12-29 06:16:53.889031 - Person: Someone, Confidence: 0%
2023-12-29 06:16:53.893030 - Person: Unknown, Confidence: -7%
2023-12-29 06:16:53.996038 - Person: Hieu, Confidence: 1%
2023-12-29 06:16:54.000036 - Person: Unknown, Confidence: -3%
2023-12-29 06:16:54.004036 - Person: Unknown, Confidence: -10%
2023-12-29 06:16:54.112042 - Person: Hieu, Confidence: 2%
2023-12-29 06:16:54.117040 - Person: Someone, Confidence: 1%
2023-12-29 06:16:54.122039 - Person: Unknown, Confidence: -9%
2023-12-29 06:16:54.221034 - Person: Hieu, Confidence: 5%
2023-12-29 06:16:54.225031 - Person: Unknown, Confidence: -2%
2023-12-29 06:16:54.229032 - Person: Unknown, Confidence: -11%
2023-12-29 06:16:54.328552 - Person: Hieu, Confidence: 0%
2023-12-29 06:16:54.332550 - Person: Unknown, Confidence: -3%
2023-12-29 06:16:54.337554 - Person: Unknown, Confidence: -7%
2023-12-29 06:16:54.443025 - Person: Hieu, Confidence: 4%
2023-12-29 06:16:54.447025 - Person: Unknown, Confidence: -4%
2023-12-29 06:16:54.451028 - Person: Unknown, Confidence: -5%
2023-12-29 06:16:54.552025 - Person: Hieu, Confidence: 6%
2023-12-29 06:16:54.556028 - Person: Someone, Confidence: 3%
2023-12-29 06:16:54.560025 - Person: Unknown, Confidence: -6%
2023-12-29 06:16:54.661033 - Person: Hieu, Confidence: 1%
2023-12-29 06:16:54.665029 - Person: Someone, Confidence: 2%
2023-12-29 06:16:54.669030 - Person: Unknown, Confidence: -13%
2023-12-29 06:16:54.774540 - Person: Unknown, Confidence: -1%
2023-12-29 06:16:54.778535 - Person: Unknown, Confidence: -6%
2023-12-29 06:16:54.923046 - Person: Someone, Confidence: 2%
2023-12-29 06:16:54.926050 - Person: Unknown, Confidence: -9%
2023-12-29 06:16:55.029052 - Person: Hieu, Confidence: 1%
2023-12-29 06:16:55.033050 - Person: Unknown, Confidence: -4%
2023-12-29 06:16:55.037051 - Person: Unknown, Confidence: -7%
2023-12-29 06:16:55.145050 - Person: Hieu, Confidence: 1%
2023-12-29 06:16:55.149051 - Person: Unknown, Confidence: -1%
2023-12-29 06:16:55.154056 - Person: Unknown, Confidence: -19%
2023-12-29 06:16:55.254050 - Person: Unknown, Confidence: -1%
2023-12-29 06:16:55.258049 - Person: Unknown, Confidence: -2%
2023-12-29 06:16:55.263047 - Person: Unknown, Confidence: -8%
2023-12-29 06:16:55.366048 - Person: Unknown, Confidence: -2%
2023-12-29 06:16:55.370049 - Person: Someone, Confidence: 2%
2023-12-29 06:16:55.374048 - Person: Unknown, Confidence: -4%
2023-12-29 06:16:55.474046 - Person: Hieu, Confidence: 7%
2023-12-29 06:16:55.478048 - Person: Someone, Confidence: 3%
2023-12-29 06:16:55.482047 - Person: Unknown, Confidence: -6%
2023-12-29 06:16:55.595051 - Person: Someone, Confidence: 6%
2023-12-29 06:16:55.600054 - Person: Unknown, Confidence: -5%
2023-12-29 06:16:55.706075 - Person: Unknown, Confidence: -1%
2023-12-29 06:16:55.710076 - Person: Unknown, Confidence: -9%
2023-12-29 06:16:55.810047 - Person: Hieu, Confidence: 3%
2023-12-29 06:16:55.814049 - Person: Unknown, Confidence: -3%
2023-12-29 06:16:55.818048 - Person: Unknown, Confidence: -18%
2023-12-29 06:16:55.917049 - Person: Unknown, Confidence: -2%
2023-12-29 06:16:55.921050 - Person: Someone, Confidence: 2%
2023-12-29 06:16:55.925049 - Person: Unknown, Confidence: -5%
2023-12-29 06:16:56.032548 - Person: MinhK, Confidence: 2%
2023-12-29 06:16:56.036549 - Person: Someone, Confidence: 3%
2023-12-29 06:16:56.040547 - Person: Unknown, Confidence: -8%
2023-12-29 06:16:56.140547 - Person: Hieu, Confidence: 4%
2023-12-29 06:16:56.143548 - Person: Unknown, Confidence: 0%
2023-12-29 06:16:56.147547 - Person: Unknown, Confidence: -11%
2023-12-29 06:16:56.251554 - Person: Hieu, Confidence: 3%
2023-12-29 06:16:56.255551 - Person: Unknown, Confidence: -1%
2023-12-29 06:16:56.259550 - Person: Unknown, Confidence: -15%
2023-12-29 06:16:56.358547 - Person: Unknown, Confidence: 0%
2023-12-29 06:16:56.362547 - Person: Unknown, Confidence: -2%
2023-12-29 06:16:56.366548 - Person: Unknown, Confidence: -6%
2023-12-29 06:16:56.467553 - Person: Unknown, Confidence: -1%
2023-12-29 06:16:56.472553 - Person: Someone, Confidence: 4%
2023-12-29 06:16:56.476549 - Person: Unknown, Confidence: -6%
2023-12-29 06:16:56.579554 - Person: Unknown, Confidence: -2%
2023-12-29 06:16:56.583546 - Person: Unknown, Confidence: -11%
2023-12-29 06:16:56.587549 - Person: Someone, Confidence: 3%
2023-12-29 06:16:56.591547 - Person: Unknown, Confidence: -6%
2023-12-29 06:16:56.689549 - Person: Hieu, Confidence: 2%
2023-12-29 06:16:56.693551 - Person: Someone, Confidence: 1%
2023-12-29 06:16:56.697552 - Person: Unknown, Confidence: -3%
2023-12-29 06:16:56.810555 - Person: Hieu, Confidence: 5%
